track_id                                                                                                                                                                                                                                                         track_popularity danceability           energy                 loudness               acousticness           instrumentalness       liveness               valence                tempo                  duration_ms
5SiZJoLXp3WOl3J4C8IK0d                                                                                                                                                                                                                                           75               0.671                  0.623                  -7.161                 0.00998                7.55E-06               0.643                  0.195                  75.055                 337147
7BYppcUTuG5ysmaJlGSt3t                                                                                                                                                                                                                                           56               0.839                  0.454                  -9.09                  0.359                  0                      0.0755                 0.804                  159.987                157500
6HPRxfAFmvHZqQHtB1OPPu                                                                                                                                                                                                                                           69               0.833                  0.614                  -4.842                 0.13                   0                      0.0858                 0.389                  100.03                 198608
3QzAOrNlsabgbMwlZt7TAY                                                                                                                                                                                                                                           90               0.809                  0.545                  -6.678                 0.392                  0                      0.151                  0.244                  97.008                 180435
2Yv2mHzr5AQavVdwQjEokV                                                                                                                                                                                                                                           72               0.677                  0.33                   -11.198                0.474                  0.000871               0.064                  0.336                  68.985                 298440
43YQDj1KOPMFAUcTEPKy4p                                                                                                                                                                                                                                           78               0.942                  0.531                  -7.51                  0.00236                0.000106               0.0812                 0.74                   99.027                 157520
5r7WvQtyPfy1xch5zMgGRp                                                                                                                                                                                                                                           77               0.854                  0.554                  -4.684                 0.769                  1.84E-06               0.0749                 0.272                  142.069                163121
3Xo6NqkOMHfw9QwxzYQ36c                                                                                                                                                                                                                                           44               0.898                  0.624                  -7.414                 0.0737                 0                      0.246                  0.854                  140.034                129035
2iObjOsy2vpsariW4Y7hQg                                                                                                                                                                                                                                           67               0.9                    0.482                  -8.98                  0.201                  0                      0.106                  0.68                   127.866                114965
4FmzpxyIKD0VmTz5KhQzJm                                                                                                                                                                                                                                           62               0.852                  0.537                  -8.186                 0.104                  0                      0.0732                 0.592                  132.089                149413
7a7wbihbtKPnMCq17iECek                                                                                                                                                                                                                                           68               0.883                  0.301                  -11.48                 0.109                  0.000457               0.0778                 0.363                  119.965                194000
6UFEJuDXQMWhL5UH5f9fUR                                                                                                                                                                                                                                           46               0.542                  0.674                  -4.169                 0.0588                 0                      0.0955                 0.667                  76.388                 196760
6piAUJJQFD8oHDUr0b7l7q                                                                                                                                                                                                                                           75               0.747                  0.717                  -4.841                 0.199                  0                      0.132                  0.523                  150.965                179133
56yyecUavZFNRc9W5t0P8O                                                                                                                                                                                                                                           67               0.733                  0.722                  -5.07                  0.0359                 6.34E-06               0.111                  0.29                   135.97                 222027
0wq6vHsbuRAxJPX6Rm2Oes                                                                                                                                                                                                                                           54               0.774                  0.604                  -9.64                  0.133                  0                      0.328                  0.725                  158.07                 182357
7qeWNGBqqagdwf4KnjRzGZ                                                                                                                                                                                                                                           70               0.874                  0.847                  -3.574                 0.00341                0                      0.29                   0.881                  134.965                164754
0hGH0S74Eoyv6mXZcOKtdQ                                                                                                                                                                                                                                           44               0.442                  0.737                  -5.046                 0.0589                 0                      0.102                  0.21                   112.93                 218320
3VnIAUSwxuocMBjuRhPW2N                                                                                                                                                                                                                                           62               0.804                  0.666                  -6.009                 0.0577                 0                      0.106                  0.533                  139.929                166934
54yCP5dfn4uvU5h37aE8f4                                                                                                                                                                                                                                           75               0.718                  0.882                  -4.677                 0.0229                 0.0286                 0.102                  0.611                  95.005                 194171
6ede6Tky0YYKyUKqKuEpQf                                                                                                                                                                                                                                           59               0.774                  0.724                  -5.164                 0.0104                 0                      0.0517                 0.737                  140.953                191661
1IhMuuTCpO0K7BM2MmIZ0w                                                                                                                                                                                                                                           70               0.645                  0.487                  -8.584                 0.121                  0                      0.0931                 0.618                  88.893                 140319
36sI03C20IFHKB1f63ezOD                                                                                                                                                                                                                                           46               0.91                   0.443                  -11.183                0.103                  0                      0.103                  0.45                   100.982                105533
40mjsnRjCpycdUw3xhS20g                                                                                                                                                                                                                                           82               0.594                  0.676                  -5.808                 0.135                  0                      0.163                  0.472                  143.477                181145
4ESyocZUQ3fOlCbNP6n17i                                                                                                                                                                                                                                           70               0.717                  0.493                  -7.146                 0.00578                0                      0.156                  0.258                  139.833                123573
5fuz3apTO0JuTErm53CGXf                                                                                                                                                                                                                                           41               0.697                  0.685                  -7.005                 0.14                   0                      0.0824                 0.808                  94.06                  122853
5wwQVa7OHd9zQILs3scfun                                                                                                                                                                                                                                           45               0.851                  0.744                  -6.83                  0.0878                 1.18E-05               0.147                  0.645                  73.97                  153067
0yjsqPohhEH9engTAwqWYR                                                                                                                                                                                                                                           54               0.795                  0.501                  -7.359                 0.0191                 0                      0.11                   0.105                  150.024                153753
0W9E3s2G4szLUwXsE17x5E                                                                                                                                                                                                                                           72               0.689                  0.586                  -6.522                 0.0643                 0                      0.12                   0.49                   160.037                204275
4hHyxmILDhX5x7zMekpk7i                                                                                                                                                                                                                                           43               0.784                  0.494                  -7.235                 0.0686                 4.88E-06               0.103                  0.642                  133.959                161907
0Pqix0NTfbuROfPbaZbBgp                                                                                                                                                                                                                                           69               0.849                  0.577                  -6.802                 0.0266                 0                      0.104                  0.617                  144.073                180020
0CheosCkNZZcRbEtlgbHSj                                                                                                                                                                                                                                           50               0.839                  0.451                  -11.618                0.0587                 0                      0.0743                 0.749                  147.978                173521
5jiJXFYMQpBfPr4N1Z46oI                                                                                                                                                                                                                                           68               0.895                  0.735                  -5.331                 0.402                  0.00927                0.109                  0.668                  118.036                138067
78L2RUFISfqkmZMTCLYQJC                                                                                                                                                                                                                                           52               0.687                  0.828                  -7.911                 0.523                  0                      0.34                   0.0999                 159.934                301573
2W6iqyl0jSI48ByWAEl1vr                                                                                                                                                                                                                                           62               0.655                  0.582                  -7.998                 0.137                  0                      0.302                  0.172                  90.005                 146667
0XthAWvbDoOunjDceV6Jq2                                                                                                                                                                                                                                           70               0.782                  0.568                  -8.074                 0.0711                 0.0203                 0.143                  0.454                  118.033                218133
6P7JZyL9y8GVp4e1aZJme0                                                                                                                                                                                                                                           58               0.82                   0.751                  -7.336                 0.212                  0.000386               0.107                  0.601                  124.979                131495
6F3zAaf1DY7akff9JQ8pMb                                                                                                                                                                                                                                           71               0.851                  0.54                   -10.04                 0.224                  0                      0.071                  0.269                  136.904                253609
6TxtJ6Nan6vyZu1m8tl3Ch                                                                                                                                                                                                                                           61               0.841                  0.695                  -5.851                 0.336                  0.00171                0.104                  0.443                  115.958                137322
0rbbqMKtmEAFv5bdmQdWqr                                                                                                                                                                                                                                           54               0.778                  0.833                  -6.195                 0.207                  0                      0.12                   0.739                  81.196                 189630
04VF7AgF5f5LR4TBAvGqB7                                                                                                                                                                                                                                           65               0.514                  0.546                  -5.853                 0.306                  0.0129                 0.134                  0.0848                 139.565                185143
07Agqdd4SD83JRgN19OjdW                                                                                                                                                                                                                                           63               0.742                  0.842                  -6.421                 0.519                  7.61E-06               0.124                  0.569                  132.993                200333
4zbwGwOFXOSRhdh4C0LLgW                                                                                                                                                                                                                                           42               0.659                  0.671                  -7.572                 0.0196                 0.00839                0.124                  0.498                  115                    144932
72UTxfWLA7lW3pexGQMIMC                                                                                                                                                                                                                                           59               0.811                  0.567                  -7.581                 0.0188                 0                      0.293                  0.49                   79.983                 211633
6FGAHJzXBS7SKtIlMUEbR3                                                                                                                                                                                                                                           61               0.714                  0.543                  -9.172                 0.0303                 0                      0.676                  0.576                  106.916                154773
1mMCe8c6iNVLu6fzJl2tIi                                                                                                                                                                                                                                           61               0.784                  0.755                  -6.581                 0.528                  0                      0.276                  0.645                  145.066                147251
2VLU6LTuUA621cS87wVG7C                                                                                                                                                                                                                                           57               0.853                  0.671                  -5.281                 0.0722                 0                      0.165                  0.758                  127.83                 200413
37OjKpGDZngkru4ToHVz4V                                                                                                                                                                                                                                           53               0.92                   0.363                  -11.92                 0.028                  0.0118                 0.0854                 0.558                  120.002                165747
3CQ4zMzqUGSxD0GX3fEJ1G                                                                                                                                                                                                                                           65               0.721                  0.651                  -7.962                 0.324                  0                      0.259                  0.233                  148.744                232133
4gUvFKFbDSqd2sR49W11Fu                                                                                                                                                                                                                                           58               0.65                   0.598                  -6.081                 0.606                  0                      0.613                  0.265                  130.955                208790
29rV7CoaiwzvZQMi4OP1XF                                                                                                                                                                                                                                           61               0.7                    0.855                  -6.403                 0.23                   0                      0.216                  0.59                   160.027                193400
78Rt8cal5uxRh9zfEXO3R0                                                                                                                                                                                                                                           45               0.792                  0.66                   -8.276                 0.11                   0                      0.0954                 0.471                  90.084                 173280
2CSsOy2PTQNkhPc7SRqr78                                                                                                                                                                                                                                           60               0.563                  0.655                  -7.642                 0.302                  0                      0.211                  0.417                  95.08                  216867
7AkNGJ9p25ZaU1AFbVPwBL                                                                                                                                                                                                                                           54               0.796                  0.513                  -8.078                 0.282                  0.000548               0.111                  0.113                  99.02                  218973
0KY3vzMW9Ke1lYUeeuQ8xO                                                                                                                                                                                                                                           63               0.829                  0.826                  -7.952                 0.3                    2.94E-05               0.0825                 0.925                  152.045                219320
6wewGfrHp3Bo9VX7BorrMS                                                                                                                                                                                                                                           49               0.648                  0.595                  -8.165                 0.1                    0                      0.167                  0.225                  85.468                 192560
3kxIqD1BObKKHB5kn5sOqD                                                                                                                                                                                                                                           60               0.55                   0.657                  -4.655                 0.602                  0                      0.112                  0.177                  78.071                 166154
59uSPFpJeWSUddwtJo9Jd6                                                                                                                                                                                                                                           64               0.715                  0.592                  -8.399                 0.366                  0                      0.153                  0.646                  155.986                179003
1CPhABEvhQf47PRiHg0WBO                                                                                                                                                                                                                                           57               0.524                  0.736                  -5.528                 0.058                  0                      0.178                  0.162                  109.513                159273
1tsBrwoPcZRFClC02IIMFP                                                                                                                                                                                                                                           55               0.442                  0.427                  -11.353                0.839                  2.51E-05               0.0799                 0.163                  176.299                181364
757xcPUO7sNohea5aKXtmz                                                                                                                                                                                                                                           59               0.726                  0.617                  -6.397                 0.329                  0                      0.133                  0.741                  88.11                  180060
6lEvrsz0CM2gStegO3el1x                                                                                                                                                                                                                                           56               0.654                  0.52                   -7.89                  0.185                  0                      0.0834                 0.206                  180.283                170667
7881kSmOadyJQqKw4J3InC                                                                                                                                                                                                                                           56               0.732                  0.873                  -3.846                 0.251                  0                      0.303                  0.566                  149.923                205055
59VRFUqZzQfHjOpqFMJuQD                                                                                                                                                                                                                                           53               0.66                   0.725                  -7.804                 0.0719                 0                      0.335                  0.663                  125.138                193920
3folQRowvURG094lAYvTLo                                                                                                                                                                                                                                           57               0.719                  0.778                  -8.337                 0.614                  0                      0.137                  0.652                  140.844                204255
1q3m4S73prJEX15PtSqZtk                                                                                                                                                                                                                                           58               0.828                  0.694                  -7.528                 0.315                  0                      0.144                  0.708                  147.953                183989
6eFkf1xxOehBGMpDyUrEk4                                                                                                                                                                                                                                           53               0.789                  0.652                  -7.913                 0.386                  0                      0.186                  0.414                  106.017                185313
1SVsopgKbauppy1h2G7Woe                                                                                                                                                                                                                                           55               0.858                  0.455                  -7.913                 0.00764                0                      0.112                  0.545                  139.98                 212826
2RmEAopmu9Of7kQNfPrdHc                                                                                                                                                                                                                                           60               0.73                   0.705                  -7.154                 0.2                    0                      0.331                  0.632                  84.959                 127613
0Uu0e8qXr1HeEhUY0utaB8                                                                                                                                                                                                                                           65               0.548                  0.579                  -7.576                 0.188                  0                      0.0857                 0.284                  113.563                197997
4mhjXZjKCtwJSMfoKvOsBJ                                                                                                                                                                                                                                           55               0.71                   0.852                  -7.602                 0.384                  0                      0.323                  0.771                  167                    164678
6imHfAXTylNqAqjDnmMd30                                                                                                                                                                                                                                           53               0.614                  0.555                  -8.519                 0.206                  0                      0.059                  0.35                   100.03                 190285
3vlOANhOOpJxiCWUzq4DnK                                                                                                                                                                                                                                           58               0.485                  0.682                  -7.314                 0.388                  0                      0.0754                 0.406                  94.734                 144000
1DXaXsT69EUS1aarFfBxMw                                                                                                                                                                                                                                           70               0.772                  0.672                  -5.333                 0.288                  0                      0.133                  0.655                  111.003                210811
0sXotOhh2L1FmVbr2IKmq9                                                                                                                                                                                                                                           59               0.616                  0.635                  -8.673                 0.188                  0.0108                 0.282                  0.462                  149.975                135200
36KGBIsobZCsLcZamffF1T                                                                                                                                                                                                                                           53               0.589                  0.737                  -6.08                  0.425                  0                      0.208                  0.615                  146.05                 189041
2aNeT64y3UhZsbFpVxGUI8                                                                                                                                                                                                                                           55               0.513                  0.739                  -7.754                 0.0611                 0.000329               0.091                  0.222                  139.944                238010
2unYQbgst3vkYdAxH1rbEp                                                                                                                                                                                                                                           56               0.744                  0.573                  -8.068                 0.361                  0                      0.145                  0.398                  84.967                 275294
248wm0QJjthcaWCCXoXfDf                                                                                                                                                                                                                                           66               0.789                  0.525                  -4.323                 0.126                  0                      0.0958                 0.073                  137.006                234764
6gj9PMazlwq99Z4dXMT8kN                                                                                                                                                                                                                                           63               0.709                  0.74                   -4.64                  0.45                   0                      0.268                  0.388                  174.11                 202961
5T3iMVUMq34Oy8DwBzPvJy                                                                                                                                                                                                                                           46               0.784                  0.785                  -5.497                 0.131                  0                      0.153                  0.354                  149.935                147208
3pCkuopR4wBW8PhkLdlKMA                                                                                                                                                                                                                                           55               0.838                  0.609                  -6.44                  0.187                  0                      0.0838                 0.582                  80.031                 180413
6ZVXZ9Dfd70tZ8ZAkHUToE                                                                                                                                                                                                                                           58               0.653                  0.595                  -8.309                 0.228                  0.0541                 0.432                  0.55                   174.886                156867
0EHR9OObFtjlhQB8wSt1m7                                                                                                                                                                                                                                           69               0.92                   0.553                  -5.068                 0.237                  0                      0.0767                 0.947                  112.021                286907
2aIdVb8v9KTpEZnftkz2mD                                                                                                                                                                                                                                           76               0.451                  0.55                   -8.137                 0.0108                 0                      0.0737                 0.594                  80.001                 227960
71mDjdeVK9sqXmamMHaAfX                                                                                                                                                                                                                                           56               0.901                  0.512                  -6.468                 0.00273                0                      0.0979                 0.638                  85.012                 283387
06iMqWThw4w8fTFyccvOwr                                                                                                                                                                                                                                           13               0.854                  0.692                  -6.625                 0.0668                 0                      0.247                  0.753                  101.865                291782
03tqyYWC9Um2ZqU0ZN849H                                                                                                                                                                                                                                           74               0.76                   0.595                  -6.366                 0.00544                0                      0.241                  0.361                  131.497                263773
1GxHeBvQ9935Dd3cSfsfBa                                                                                                                                                                                                                                           72               0.431                  0.894                  -2.673                 0.0951                 0                      0.188                  0.604                  162.193                258760
0F7rEdewJ6cSLylOZZpDu7                                                                                                                                                                                                                                           67               0.722                  0.329                  -11.617                0.088                  0                      0.081                  0.166                  99.991                 230713
05Sgj1Hx03ZXc57gsV1kfX                                                                                                                                                                                                                                           65               0.888                  0.577                  -7.702                 0.0986                 0                      0.131                  0.609                  84.003                 241840
4ns1XFP3W5JPyzvnAjMdHD                                                                                                                                                                                                                                           58               0.675                  0.68                   -5.01                  0.0655                 0                      0.354                  0.845                  155.698                259040
3cSuhzV7wKX5diQ8hos78P                                                                                                                                                                                                                                           65               0.488                  0.691                  -8.09                  0.0219                 0                      0.501                  0.697                  156.141                310733
2cYZpcIV39X48RnOFM7w2V                                                                                                                                                                                                                                           11               0.643                  0.717                  -4.876                 0.184                  0                      0.152                  0.46                   90.893                 223507
2tOZtdbkAMQASWokLvSlzj                                                                                                                                                                                                                                           64               0.828                  0.792                  -5.435                 0.182                  0                      0.281                  0.777                  134.199                233360
0Ss50OU9tCozI7JIywkv14                                                                                                                                                                                                                                           64               0.682                  0.483                  -7.718                 0.00103                0                      0.159                  0.108                  84.012                 280013
59rtiYOPgMEDf3yPEfU2la                                                                                                                                                                                                                                           62               0.86                   0.861                  -7.131                 0.0361                 4.07E-05               0.113                  0.79                   143.184                271053
2ajhenDRiiAnCHHjsIOHhJ                                                                                                                                                                                                                                           68               0.891                  0.439                  -7.994                 0.0351                 0                      0.0932                 0.622                  77.499                 224253
