playlist_genre                                                                                                                                                                                                                                                   track_popularity danceability           energy                 loudness               acousticness           instrumentalness       liveness               valence                tempo                  duration_ms
latin                                                                                                                                                                                                                                                            4                0.708                  0.803                  -6.145                 0.362                  0                      0.134                  0.817                  98.015                 245670
latin                                                                                                                                                                                                                                                            30               0.857                  0.609                  -5.752                 0.0889                 0                      0.0949                 0.201                  125.987                270476
latin                                                                                                                                                                                                                                                            42               0.776                  0.908                  -5.167                 0.0626                 0                      0.0536                 0.656                  149.969                184910
rock                                                                                                                                                                                                                                                             54               0.345                  0.924                  -7.767                 0.00376                0                      0.122                  0.434                  142.378                261733
rock                                                                                                                                                                                                                                                             0                0.523                  0.976                  -3.31                  0.104                  2.06E-05               0.118                  0.407                  109.016                230760
rock                                                                                                                                                                                                                                                             0                0.413                  0.822                  -3.328                 0.309                  0                      0.0834                 0.367                  127.852                212040
rock                                                                                                                                                                                                                                                             0                0.544                  0.817                  -5.424                 0.484                  0                      0.204                  0.412                  124.976                256920
rock                                                                                                                                                                                                                                                             17               0.545                  0.963                  -5.173                 0.101                  0.491                  0.41                   0.87                   131.564                216600
rock                                                                                                                                                                                                                                                             19               0.556                  0.704                  -6.992                 0.722                  0.0066                 0.154                  0.522                  122.385                242027
rock                                                                                                                                                                                                                                                             15               0.487                  0.806                  -6.94                  1.64E-05               0.0112                 0.183                  0.287                  128.639                273000
rock                                                                                                                                                                                                                                                             39               0.155                  0.938                  -4.624                 0.00543                0.00262                0.359                  0.383                  184.469                207600
rock                                                                                                                                                                                                                                                             12               0.373                  0.691                  -6.219                 0.362                  4.03E-05               0.133                  0.499                  124.767                223920
rock                                                                                                                                                                                                                                                             12               0.429                  0.922                  -6.649                 0.0235                 0.00138                0.0954                 0.439                  120.361                133813
rock                                                                                                                                                                                                                                                             4                0.709                  0.807                  -9.831                 0.0861                 0.478                  0.609                  0.912                  125.998                263840
rock                                                                                                                                                                                                                                                             2                0.692                  0.856                  -9.495                 0.364                  0.867                  0.0641                 0.274                  134.972                512000
rock                                                                                                                                                                                                                                                             2                0.536                  0.694                  -9.116                 0.014                  0                      0.165                  0.374                  124.394                182653
rock                                                                                                                                                                                                                                                             70               0.468                  0.607                  -11.367                0.072                  0.000852               0.225                  0.886                  98.429                 263333
rock                                                                                                                                                                                                                                                             58               0.574                  0.926                  -10.79                 0.00031                0.478                  0.386                  0.609                  113.097                145067
rock                                                                                                                                                                                                                                                             0                0.547                  0.855                  -8.027                 0.156                  0.222                  0.0822                 0.807                  111.25                 335360
rock                                                                                                                                                                                                                                                             62               0.539                  0.866                  -8.404                 0.0866                 0.00414                0.0953                 0.761                  130.345                372893
rock                                                                                                                                                                                                                                                             55               0.367                  0.752                  -8.134                 0.0133                 0.00979                0.0658                 0.401                  205.47                 336907
rock                                                                                                                                                                                                                                                             0                0.479                  0.571                  -12.65                 0.0472                 0.031                  0.14                   0.35                   110.75                 188775
rock                                                                                                                                                                                                                                                             0                0.399                  0.683                  -13.233                0.000384               0.00119                0.124                  0.466                  95.254                 326001
rock                                                                                                                                                                                                                                                             0                0.507                  0.56                   -12.446                0.149                  2.35E-06               0.283                  0.697                  130.061                300702
rock                                                                                                                                                                                                                                                             0                0.393                  0.553                  -11.574                0.223                  0.000279               0.106                  0.479                  80.435                 239293
rock                                                                                                                                                                                                                                                             0                0.469                  0.875                  -5.072                 0.0691                 0                      0.102                  0.377                  134.357                203533
rock                                                                                                                                                                                                                                                             53               0.28                   0.714                  -5.653                 0.039                  3.26E-05               0.164                  0.539                  174.088                409800
rock                                                                                                                                                                                                                                                             32               0.386                  0.847                  -4.487                 0.00482                1.15E-06               0.0509                 0.765                  142.73                 287973
rock                                                                                                                                                                                                                                                             0                0.275                  0.963                  -5.98                  0.00763                0.00151                0.301                  0.611                  184.451                169027
rock                                                                                                                                                                                                                                                             0                0.367                  0.813                  -5.995                 0.00273                0.798                  0.201                  0.537                  123.342                183387
rock                                                                                                                                                                                                                                                             0                0.387                  0.912                  -5.147                 0.0146                 0.107                  0.354                  0.653                  147.193                196413
rock                                                                                                                                                                                                                                                             0                0.48                   0.974                  -5.531                 0.00754                0.00564                0.895                  0.522                  96.382                 184413
rock                                                                                                                                                                                                                                                             28               0.486                  0.706                  -7.777                 0.0194                 0.165                  0.0903                 0.464                  148.289                502933
rock                                                                                                                                                                                                                                                             14               0.554                  0.918                  -4.201                 0.00506                0.152                  0.114                  0.621                  127.117                219427
rock                                                                                                                                                                                                                                                             10               0.527                  0.917                  -7.368                 0.0146                 0.0988                 0.135                  0.419                  119.466                273160
rock                                                                                                                                                                                                                                                             63               0.453                  0.788                  -5.712                 0.00283                0.000119               0.441                  0.793                  126.737                322093
rock                                                                                                                                                                                                                                                             4                0.565                  0.494                  -10.008                0.502                  0.187                  0.0731                 0.385                  114.113                287040
rock                                                                                                                                                                                                                                                             1                0.662                  0.763                  -7.475                 0.132                  0.0013                 0.067                  0.699                  126.333                254400
rock                                                                                                                                                                                                                                                             1                0.548                  0.642                  -7.998                 0.109                  2.56E-06               0.046                  0.599                  83.567                 376360
rock                                                                                                                                                                                                                                                             20               0.445                  0.96                   -5.6                   0.0483                 0.00113                0.191                  0.618                  137.905                183107
rock                                                                                                                                                                                                                                                             14               0.321                  0.944                  -5.575                 0.0275                 0.000722               0.341                  0.398                  172.972                223360
rock                                                                                                                                                                                                                                                             13               0.284                  0.954                  -6.406                 0.0113                 0.0019                 0.723                  0.492                  168.617                316707
rock                                                                                                                                                                                                                                                             14               0.274                  0.744                  -5.977                 0.00174                0.00231                0.0864                 0.761                  158.628                305827
rock                                                                                                                                                                                                                                                             35               0.767                  0.485                  -11.547                0.191                  3.76E-05               0.319                  0.747                  119.757                333400
rock                                                                                                                                                                                                                                                             23               0.427                  0.79                   -7.386                 0.00141                0.707                  0.126                  0.469                  126.887                371307
rock                                                                                                                                                                                                                                                             38               0.51                   0.74                   -8.427                 0.199                  0                      0.391                  0.608                  132.689                182560
rock                                                                                                                                                                                                                                                             39               0.473                  0.787                  -9.898                 0.0131                 0.000876               0.0913                 0.603                  99.893                 192733
rock                                                                                                                                                                                                                                                             48               0.599                  0.613                  -9.978                 0.163                  1.66E-06               0.047                  0.767                  84.22                  206707
rock                                                                                                                                                                                                                                                             24               0.471                  0.862                  -7.362                 0.00686                3.87E-05               0.109                  0.621                  137.532                231267
rock                                                                                                                                                                                                                                                             31               0.456                  0.691                  -7.773                 0.252                  0                      0.366                  0.531                  94.854                 262760
rock                                                                                                                                                                                                                                                             62               0.441                  0.745                  -8.623                 0.084                  2.22E-05               0.136                  0.368                  105.191                252240
rock                                                                                                                                                                                                                                                             25               0.259                  0.558                  -9.042                 0.186                  0.923                  0.117                  0.0826                 71.598                 75533
rock                                                                                                                                                                                                                                                             0                0.424                  0.456                  -12.633                0.0816                 3.36E-05               0.159                  0.353                  130.353                294027
rock                                                                                                                                                                                                                                                             0                0.431                  0.42                   -13.894                0.0193                 0.00148                0.815                  0.733                  103.664                327533
rock                                                                                                                                                                                                                                                             41               0.541                  0.812                  -6.716                 0.0599                 0                      0.456                  0.471                  109.591                192520
rock                                                                                                                                                                                                                                                             32               0.637                  0.643                  -6.73                  0.0395                 0.00273                0.0777                 0.838                  109.981                225373
rock                                                                                                                                                                                                                                                             41               0.527                  0.512                  -16.942                0.117                  0.00117                0.0938                 0.377                  93.254                 305560
rock                                                                                                                                                                                                                                                             44               0.544                  0.635                  -15.718                0.205                  0.000166               0.113                  0.522                  100.725                290800
rock                                                                                                                                                                                                                                                             25               0.558                  0.364                  -11.258                0.0505                 5.02E-06               0.0753                 0.17                   142.171                388733
rock                                                                                                                                                                                                                                                             2                0.503                  0.923                  -4.897                 0.00161                0                      0.314                  0.658                  170.127                266787
rock                                                                                                                                                                                                                                                             82               0.454                  0.91                   -7.766                 0.0852                 0.0988                 0.116                  0.63                   125.116                354520
rock                                                                                                                                                                                                                                                             3                0.522                  0.882                  -3.216                 0.0599                 0.00021                0.33                   0.815                  122.541                250627
rock                                                                                                                                                                                                                                                             78               0.273                  0.952                  -8.762                 0.0169                 0.0112                 0.142                  0.475                  100.269                405640
rock                                                                                                                                                                                                                                                             52               0.64                   0.865                  -6.049                 0.00449                2.7E-05                0.0647                 0.858                  108.876                219733
rock                                                                                                                                                                                                                                                             5                0.632                  0.911                  -4.728                 0.00114                0.000182               0.338                  0.73                   124.305                200853
rock                                                                                                                                                                                                                                                             2                0.394                  0.764                  -6.25                  0.083                  6.87E-06               0.218                  0.124                  76.248                 239667
rock                                                                                                                                                                                                                                                             7                0.588                  0.731                  -8.299                 0.016                  0.184                  0.333                  0.606                  106.177                183373
rock                                                                                                                                                                                                                                                             2                0.61                   0.824                  -6.046                 0.0136                 1.75E-06               0.0606                 0.819                  134.992                210133
rock                                                                                                                                                                                                                                                             0                0.546                  0.843                  -5.821                 0.12                   4.98E-05               0.0618                 0.783                  129.894                244107
rock                                                                                                                                                                                                                                                             43               0.361                  0.88                   -4.959                 0.19                   3.48E-05               0.294                  0.224                  91.06                  273147
rock                                                                                                                                                                                                                                                             1                0.57                   0.963                  -3.528                 0.0531                 7.03E-06               0.0265                 0.933                  126.222                261827
rock                                                                                                                                                                                                                                                             0                0.534                  0.967                  -3.935                 0.000877               0.0158                 0.242                  0.344                  110.959                289920
rock                                                                                                                                                                                                                                                             46               0.549                  0.916                  -4.185                 0.0049                 0.123                  0.104                  0.632                  127.131                219400
rock                                                                                                                                                                                                                                                             0                0.41                   0.798                  -8.181                 0.222                  6.06E-06               0.227                  0.705                  184.474                221760
rock                                                                                                                                                                                                                                                             1                0.333                  0.445                  -16.343                0.00858                0.0451                 0.167                  0.35                   89.371                 417840
rock                                                                                                                                                                                                                                                             48               0.784                  0.556                  -11.062                0.136                  0                      0.214                  0.945                  119.883                224880
rock                                                                                                                                                                                                                                                             0                0.51                   0.926                  -4.073                 0.00368                0.0365                 0.137                  0.6                    137.374                262853
rock                                                                                                                                                                                                                                                             3                0.535                  0.863                  -7.937                 0.00126                0.0175                 0.191                  0.578                  87.599                 273893
rock                                                                                                                                                                                                                                                             65               0.294                  0.745                  -9.138                 0.05                   0.125                  0.676                  0.347                  134.364                210107
rock                                                                                                                                                                                                                                                             55               0.618                  0.413                  -14.164                0.249                  0.0517                 0.131                  0.531                  97.84                  180760
rock                                                                                                                                                                                                                                                             1                0.419                  0.909                  -10.258                0.00239                1.68E-05               0.24                   0.494                  142.217                228867
rock                                                                                                                                                                                                                                                             6                0.461                  0.95                   -6.189                 0.0638                 0.0149                 0.211                  0.535                  140.77                 415400
rock                                                                                                                                                                                                                                                             10               0.418                  0.668                  -11.297                0.000143               0.00113                0.173                  0.379                  162.663                167933
rock                                                                                                                                                                                                                                                             69               0.48                   0.536                  -11.166                0.488                  4.22E-05               0.155                  0.581                  80.617                 508200
rock                                                                                                                                                                                                                                                             14               0.319                  0.712                  -9.742                 0.242                  0.000414               0.294                  0.773                  78.114                 266720
rock                                                                                                                                                                                                                                                             2                0.365                  0.926                  -7.05                  0.0151                 0.000176               0.371                  0.639                  135.772                299027
rock                                                                                                                                                                                                                                                             69               0.346                  0.335                  -12.453                0.575                  0.00674                0.185                  0.213                  84.204                 478173
rock                                                                                                                                                                                                                                                             70               0.61                   0.891                  -5.452                 0.000805               0.0928                 0.0657                 0.51                   139.903                246733
rock                                                                                                                                                                                                                                                             2                0.583                  0.884                  -5.18                  0.493                  0                      0.436                  0.794                  121.903                225160
rock                                                                                                                                                                                                                                                             3                0.298                  0.799                  -6.962                 0.000168               9.42E-05               0.496                  0.561                  143.072                252453
rock                                                                                                                                                                                                                                                             0                0.303                  0.919                  -6.071                 3.29E-06               0.731                  0.332                  0.538                  153.821                275227
rock                                                                                                                                                                                                                                                             0                0.451                  0.965                  -4.757                 0.0393                 0.0014                 0.349                  0.557                  93.52                  321960
rock                                                                                                                                                                                                                                                             15               0.515                  0.987                  -5.391                 0.00135                0.000195               0.0697                 0.298                  141.258                212640
rock                                                                                                                                                                                                                                                             7                0.288                  0.866                  -4.618                 0.107                  0                      0.808                  0.512                  180.635                275760
rock                                                                                                                                                                                                                                                             5                0.472                  0.891                  -3.651                 0.0062                 1.88E-05               0.127                  0.646                  152.436                231627
rock                                                                                                                                                                                                                                                             30               0.501                  0.869                  -9.285                 0.000281               0.00706                0.0484                 0.678                  117.578                253987
rock                                                                                                                                                                                                                                                             1                0.601                  0.927                  -4.892                 0.0346                 5.52E-05               0.376                  0.542                  140.1                  270533
