track_id                                                                                                                                                                                                                                                         track_popularity danceability           energy                 loudness               acousticness           instrumentalness       liveness               valence                tempo                  duration_ms
6XkShR4XsRhL0bKKMKPpFz                                                                                                                                                                                                                                           16               0.543                  0.872                  -5.129                 0.0332                 2.43E-05               0.174                  0.225                  164.003                240465
1QqVXJhaHXpWHrnaEvTzi1                                                                                                                                                                                                                                           0                0.612                  0.665                  -4.519                 0.0119                 0                      0.0928                 0.384                  99.989                 283680
7BRl8VDCGCRrFwlVJ9biBT                                                                                                                                                                                                                                           15               0.451                  0.839                  -2.506                 0.000484               0                      0.0992                 0.368                  140.175                187286
7IRpfv38ZXa9euHCA3ZKMw                                                                                                                                                                                                                                           39               0.576                  0.399                  -9.617                 0.487                  0                      0.103                  0.111                  119.992                213133
5H2cgEPEJxA72Bqb4cLvrj                                                                                                                                                                                                                                           48               0.587                  0.881                  -1.316                 0.0114                 0.00146                0.326                  0.221                  94.984                 328421
06b11p3gAvqqjOnku0CK9V                                                                                                                                                                                                                                           21               0.646                  0.826                  -5.635                 0.373                  0.749                  0.0688                 0.853                  150.077                205450
08qjPXZBdEyif5PxU2AY9S                                                                                                                                                                                                                                           53               0.673                  0.795                  -6.21                  0.0555                 0.0111                 0.117                  0.437                  105.025                180571
4BYl0dM7AAx8FeUCAvIK7w                                                                                                                                                                                                                                           24               0.58                   0.448                  -9.885                 0.184                  0.00532                0.119                  0.0917                 124.923                199646
7Fxb0J8kBJ0H4IDxvhamhp                                                                                                                                                                                                                                           24               0.474                  0.794                  -6.292                 0.000989               0.709                  0.218                  0.231                  139.024                190973
7AdNd20xhJsdlOY93H5HiD                                                                                                                                                                                                                                           29               0.597                  0.924                  -4.46                  0.0387                 0                      0.143                  0.581                  99.97                  216240
3pzmGlzQeAkyjKEfR33yec                                                                                                                                                                                                                                           34               0.5                    0.69                   -7.542                 0.0379                 0.0135                 0.104                  0.179                  96.971                 264742
7axJj8BJF6UFqQIQfROvlN                                                                                                                                                                                                                                           30               0.669                  0.798                  -4.72                  0.00701                0.017                  0.0755                 0.483                  139.938                234857
77JdjC0082Q3g4Nb5ugotm                                                                                                                                                                                                                                           0                0.679                  0.83                   -5.461                 0.00772                0.000209               0.102                  0.592                  113.906                233982
0lXz2fuzK8s4csGuRrPKpV                                                                                                                                                                                                                                           29               0.235                  0.481                  -8.212                 0.0299                 1.44E-05               0.0539                 0.0949                 74.995                 250748
5Kd5uREX2CcXvFigm5oMdU                                                                                                                                                                                                                                           0                0.685                  0.696                  -5.697                 0.0299                 0.00144                0.0662                 0.95                   89.976                 215613
0hKbBE3RwBZQtsnkzBIxIR                                                                                                                                                                                                                                           0                0.632                  0.596                  -8.156                 0.0227                 0.046                  0.117                  0.553                  118.972                210000
440u9jO8Pxmtp72RMEe8Wn                                                                                                                                                                                                                                           25               0.617                  0.871                  -4.909                 0.1                    0                      0.109                  0.775                  107.002                179020
7DtIdJ2oeqBIeX8muz8ybI                                                                                                                                                                                                                                           2                0.589                  0.846                  -5.455                 0.069                  0.00125                0.0904                 0.704                  122                    266173
4wMMiSEzBgqpkTX4XyTNOU                                                                                                                                                                                                                                           0                0.464                  0.903                  -4.072                 0.00226                0.0336                 0.111                  0.461                  174.082                206891
38mUzp2glbbLwzQVXaakHP                                                                                                                                                                                                                                           29               0.516                  0.886                  -6.852                 0.00827                0.0119                 0.264                  0.748                  147.96                 262703
72qwkxwEPAvHX5zhigT89f                                                                                                                                                                                                                                           22               0.646                  0.751                  -5.246                 0.0437                 3.8E-05                0.112                  0.879                  172.04                 214411
1lC8x6NCJFeMDWucl4TuJW                                                                                                                                                                                                                                           36               0.608                  0.931                  -4.038                 0.305                  6.45E-06               0.124                  0.632                  194.025                183637
0k5YE4nhWJdgzhyTv0YPHP                                                                                                                                                                                                                                           24               0.611                  0.369                  -10.412                0.657                  0                      0.112                  0.362                  80.111                 187014
7FwUBR93O0aSvXltMM73e7                                                                                                                                                                                                                                           41               0.703                  0.731                  -6.643                 0.0441                 0.0618                 0.152                  0.596                  109.989                235755
0PSHEHVctL81aDFJ2V0wQ0                                                                                                                                                                                                                                           41               0.794                  0.72                   -5.186                 0.359                  6.3E-05                0.296                  0.384                  99.962                 199200
2vA4zCYKpNYZWQfK92sT6N                                                                                                                                                                                                                                           0                0.729                  0.754                  -5.063                 0.03                   0.000757               0.234                  0.627                  105.987                205094
1myeLS5VH2GKfZFBdD9TfB                                                                                                                                                                                                                                           32               0.555                  0.67                   -8.606                 0.01                   0.513                  0.313                  0.165                  95.011                 221860
3bZUiPh8lS0EowN4L7tJGC                                                                                                                                                                                                                                           18               0.736                  0.534                  -10.441                0.0903                 0.0752                 0.0787                 0.583                  116.99                 215385
6S00LsQDmqMtyVy1HzROR7                                                                                                                                                                                                                                           2                0.7                    0.78                   -7.598                 0.591                  4.68E-05               0.224                  0.466                  89.991                 215760
3EJflwzyWYd9PIz6g8L97V                                                                                                                                                                                                                                           3                0.613                  0.628                  -6.651                 0.57                   0.0157                 0.323                  0.491                  100.019                211340
5nFlcwk4U6KTFIB1Ij23Bt                                                                                                                                                                                                                                           0                0.555                  0.616                  -6.049                 0.00236                0.014                  0.0993                 0.222                  101.985                222403
5BxVRqpZi6tIhAap1ZjzVD                                                                                                                                                                                                                                           52               0.541                  0.982                  -4.908                 0.00767                0.000765               0.291                  0.722                  104.03                 308360
5oIpqqcCF49NCAuy4o0FAU                                                                                                                                                                                                                                           31               0.728                  0.634                  -4.388                 0.209                  1.05E-05               0.0805                 0.932                  128.075                231172
0CDoNIHn1ivManl0kloMzj                                                                                                                                                                                                                                           0                0.573                  0.901                  -6.263                 0.0269                 0.433                  0.0741                 0.468                  100.018                242005
18QnuOfBATMFLDxfYwSqbX                                                                                                                                                                                                                                           48               0.552                  0.647                  -9.247                 0.0581                 0.000539               0.0949                 0.381                  157.945                350886
4E0SwMbCpOG8KvPQzsw1o8                                                                                                                                                                                                                                           1                0.47                   0.834                  -9.156                 6.54E-05               0.00095                0.372                  0.184                  162.91                 324018
2wl460yr0e8Bdnb1WOpV3B                                                                                                                                                                                                                                           44               0.566                  0.628                  -11.216                0.153                  0.12                   0.0558                 0.554                  176.126                186435
2OtcGlYvI7rMGNJKG6pDLg                                                                                                                                                                                                                                           39               0.487                  0.734                  -5.506                 0.18                   0                      0.0997                 0.308                  171.987                196911
12LU5Tp6xEaJ8qMdaLO4MW                                                                                                                                                                                                                                           0                0.483                  0.608                  -10.541                0.886                  0.0153                 0.107                  0.166                  142.016                228120
5yVz80kgeLcrzHLWCol2xw                                                                                                                                                                                                                                           0                0.785                  0.665                  -6.137                 0.0302                 2.65E-05               0.247                  0.769                  129.037                249573
22EbQdsUKInydpq3A20H7Z                                                                                                                                                                                                                                           33               0.761                  0.868                  -3.804                 0.126                  4.41E-06               0.0734                 0.708                  114.017                237430
0Cqm4rlGZw9mUyzVAYHiVf                                                                                                                                                                                                                                           45               0.682                  0.699                  -5.816                 0.0808                 0.0227                 0.0846                 0.831                  104.999                218807
2wOZ3MzOvz7IPyRSQ6KfXW                                                                                                                                                                                                                                           26               0.556                  0.828                  -5.344                 0.0245                 0.0133                 0.129                  0.578                  89.998                 185773
437h9GRi70A1BzMzh4cyra                                                                                                                                                                                                                                           45               0.375                  0.657                  -6.661                 0.0161                 0.00115                0.13                   0.182                  96.041                 223440
0N4RL8OFtthWHPY7QuRywo                                                                                                                                                                                                                                           51               0.667                  0.796                  -4.653                 0.0173                 0.000471               0.116                  0.666                  88.479                 206067
31G7eQpneJAn4lj5jbdGQ1                                                                                                                                                                                                                                           0                0.616                  0.88                   -3.59                  0.0521                 0.000717               0.0539                 0.751                  94.011                 182518
3qmJ5EaqncyHS3qjtYuzIp                                                                                                                                                                                                                                           34               0.784                  0.804                  -5.571                 0.214                  0.00249                0.572                  0.668                  102.455                144379
63TgqagiZnNL12LWDHrQKK                                                                                                                                                                                                                                           37               0.52                   0.812                  -6.272                 0.0294                 0.00119                0.0852                 0.153                  140.029                324547
1c4w5n4wDYIhOSLzeycjTi                                                                                                                                                                                                                                           17               0.446                  0.651                  -4.348                 0.0068                 0.164                  0.195                  0.138                  101.141                312693
5aEwbUkNnUIhT4MFxU3zI3                                                                                                                                                                                                                                           36               0.64                   0.926                  -7.866                 0.273                  0.882                  0.403                  0.818                  119.976                150000
5DLJPVuaVXp9vlKfQIjPWh                                                                                                                                                                                                                                           0                0.416                  0.787                  -4.219                 0.186                  0.00351                0.169                  0.437                  95.45                  211573
7h5vsnbygkp5EXbRgXQ77g                                                                                                                                                                                                                                           47               0.53                   0.79                   -4.446                 0.000373               0.000742               0.244                  0.577                  84.011                 217440
2aZ2Co4NeQRsqWcU930zHT                                                                                                                                                                                                                                           64               0.509                  0.803                  -4.903                 0.0917                 0.0135                 0.109                  0.239                  185.922                242507
6Yu1OL8I0D4vjOzYdsXYGK                                                                                                                                                                                                                                           61               0.452                  0.889                  -3.838                 0.312                  0.8                    0.558                  0.591                  145.056                153133
71SidvkT6LCBHRZI858TsQ                                                                                                                                                                                                                                           58               0.667                  0.667                  -10.578                0.453                  0.00361                0.703                  0.504                  118.952                181000
4NOZKKJKMWhQCe5uyQNNG6                                                                                                                                                                                                                                           46               0.551                  0.736                  -5.75                  0.00327                0                      0.101                  0.588                  95.09                  184680
6luhvKibJJNM4P64RLNwgg                                                                                                                                                                                                                                           54               0.568                  0.846                  -5.227                 0.466                  0.000406               0.0901                 0.398                  80.019                 203631
52UUUJnBvaEX4LtEbtJgUI                                                                                                                                                                                                                                           43               0.672                  0.396                  -9.489                 0.474                  0                      0.0921                 0.458                  130.015                184960
0q6LuUqGLUiCPP1cbdwFs3                                                                                                                                                                                                                                           75               0.689                  0.739                  -5.81                  1.51E-05               0.509                  0.064                  0.578                  120.423                233867
2jQiSYrwJehQAcuaaQrXnS                                                                                                                                                                                                                                           69               0.422                  0.609                  -6.361                 0.0114                 4.76E-06               0.108                  0.0911                 107.34                 230011
4rtiQE5Yo2gC8kW91VCoXi                                                                                                                                                                                                                                           0                0.803                  0.673                  -6.338                 0.191                  0.000646               0.0953                 0.552                  96.997                 258853
4YZbVct8l9MnAVIROnLQdx                                                                                                                                                                                                                                           65               0.701                  0.417                  -7.818                 0.0888                 0.000648               0.375                  0.186                  95.003                 194840
6olUplztLFFfU7fMYmFXOP                                                                                                                                                                                                                                           10               0.699                  0.601                  -6.48                  0.0972                 1.17E-05               0.562                  0.434                  98.04                  252013
15rZ2QaGKjt9V6jG8o3gH7                                                                                                                                                                                                                                           45               0.759                  0.474                  -10.602                0.744                  0.00167                0.362                  0.723                  100.007                168019
1QRhkgyZLIR1aqNPvB76ne                                                                                                                                                                                                                                           0                0.702                  0.447                  -10.266                0.902                  2.12E-06               0.0958                 0.354                  75.437                 223846
3L6S3Px2rdU0HprDo2Famq                                                                                                                                                                                                                                           0                0.46                   0.768                  -5.827                 0.0176                 0                      0.0661                 0.6                    150.061                216093
1Xi28qSSoARTXiqMwb8Srg                                                                                                                                                                                                                                           1                0.738                  0.718                  -5.905                 0.00725                0                      0.127                  0.491                  100.055                190907
3v64IAj0C9myTAtDsUAqR3                                                                                                                                                                                                                                           56               0.617                  0.39                   -8.681                 0.951                  5.82E-06               0.128                  0.381                  141.953                203583
6BBfG9FiwJhRVMCd9IYl6c                                                                                                                                                                                                                                           58               0.823                  0.52                   -12.873                0.364                  0.00434                0.0772                 0.685                  111.028                181633
3ZiuxcBeRanTjfHzVBuuQe                                                                                                                                                                                                                                           65               0.662                  0.614                  -9.621                 0.158                  0.00019                0.126                  0.616                  160.068                180952
1U0nWcWMR1gyHEHBvx5YpW                                                                                                                                                                                                                                           54               0.586                  0.659                  -12.256                0.844                  5.32E-05               0.313                  0.715                  155.357                170975
5gBEdUKVZJgvQwNu8pIQqy                                                                                                                                                                                                                                           55               0.726                  0.618                  -4.843                 0.0595                 4.43E-05               0.151                  0.923                  161.962                209058
7KA4W4McWYRpgf0fWsJZWB                                                                                                                                                                                                                                           79               0.558                  0.559                  -9.222                 0.371                  7.49E-06               0.109                  0.62                   78.558                 180387
47Bg6IrMed1GPbxRgwH2aC                                                                                                                                                                                                                                           81               0.575                  0.714                  -5.247                 0.395                  0                      0.115                  0.32                   144.982                262231
74lfGn1j0rBJ3YqR2mo4oU                                                                                                                                                                                                                                           59               0.489                  0.683                  -6.32                  0.099                  8.84E-06               0.637                  0.133                  83.993                 318373
4P9mkwYxReeSJDsUvUtAkE                                                                                                                                                                                                                                           50               0.437                  0.785                  -5.781                 0.00461                6.95E-05               0.231                  0.58                   180.922                260267
0P6AWOA4LG1XOctzaVu5tt                                                                                                                                                                                                                                           76               0.775                  0.573                  -4.933                 0.495                  0                      0.126                  0.667                  101.925                171806
5Bge1Dsqjc14hhGguYML5w                                                                                                                                                                                                                                           68               0.545                  0.907                  -5.852                 0.0583                 0                      0.102                  0.44                   114.523                220707
28GbaBYFpYi1J61fXnGSfd                                                                                                                                                                                                                                           63               0.399                  0.468                  -8.646                 0.244                  0.000168               0.103                  0.249                  111.884                238480
4V3VshJLUTCIWa77YiAkvM                                                                                                                                                                                                                                           65               0.678                  0.575                  -7.086                 0.101                  9.38E-06               0.116                  0.367                  100.007                241867
4vxsJyTGsAxnXWDuYseeQP                                                                                                                                                                                                                                           39               0.571                  0.307                  -17.542                0.689                  0.926                  0.128                  0.447                  129.227                203651
1RGasjWLZ4qMN7wbtkLa3u                                                                                                                                                                                                                                           80               0.692                  0.394                  -8.745                 0.472                  0.000191               0.117                  0.324                  89.936                 170852
63CSozvYUEudPp12679UVF                                                                                                                                                                                                                                           66               0.811                  0.699                  -5.211                 0.0726                 1.38E-06               0.148                  0.733                  122.987                214789
4VrWlk8IQxevMvERoX08iC                                                                                                                                                                                                                                           79               0.399                  0.787                  -2.88                  0.0197                 6.07E-05               0.0685                 0.572                  117.089                216120
2bJvI42r8EF3wxjOuDav4r                                                                                                                                                                                                                                           77               0.72                   0.802                  -5.797                 0.0921                 0                      0.694                  0.723                  124.043                229360
1B3t5xC2jzTgjDOwawchu8                                                                                                                                                                                                                                           18               0.813                  0.627                  -5.018                 0.076                  0.000616               0.131                  0.801                  130.011                195853
3CRDbSIZ4r5MsZ0YwxuEkn                                                                                                                                                                                                                                           83               0.734                  0.637                  -5.677                 0.0462                 2.29E-05               0.0602                 0.648                  169.977                202333
4f3uZW3Wc1uO2cN4WJs5nu                                                                                                                                                                                                                                           55               0.67                   0.939                  -2.06                  0.0463                 1.1E-06                0.335                  0.264                  127.946                209533
6qVXkG01rBYGfxIndGOQ3z                                                                                                                                                                                                                                           60               0.347                  0.772                  -4.359                 0.0597                 0.0333                 0.115                  0.035                  192.118                191412
6RsWqX8zABZLhZydXxEFOm                                                                                                                                                                                                                                           18               0.702                  0.77                   -5.416                 0.124                  0                      0.103                  0.593                  107.951                213520
4kgsK0fftHtg9gZOzkU5T2                                                                                                                                                                                                                                           13               0.645                  0.589                  -6.131                 0.00396                0                      0.145                  0.35                   131.899                215672
285HeuLxsngjFn4GGegGNm                                                                                                                                                                                                                                           71               0.596                  0.73                   -4.091                 0.24                   0                      0.325                  0.525                  85.979                 192560
6nek1Nin9q48AVZcWs9e9D                                                                                                                                                                                                                                           77               0.449                  0.585                  -6.762                 0.0522                 8.49E-05               0.0833                 0.203                  139.627                278719
7ks6AZmFcm3Y6PGGxGSmlB                                                                                                                                                                                                                                           69               0.666                  0.876                  -3.078                 0.055                  0                      0.259                  0.552                  129.884                194840
5YHR8wBR5jXfGtP766NiAT                                                                                                                                                                                                                                           60               0.503                  0.843                  -4.991                 0.0487                 0                      0.344                  0.778                  128.63                 203105
0SJPThTy7ynySPF4euczx7                                                                                                                                                                                                                                           13               0.803                  0.631                  -4.213                 0.102                  7.39E-06               0.0858                 0.659                  104.999                216575
3zHq9ouUJQFQRf3cm1rRLu                                                                                                                                                                                                                                           77               0.262                  0.606                  -6.646                 0.247                  0                      0.125                  0.275                  189.857                252534
